Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
negative regulation of cellular component movement (GO:0051271),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,SP100,GO_Biological_Process_2021
heterocycle biosynthetic process (GO:0018130),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,PYCR2,GO_Biological_Process_2021
response to muscle stretch (GO:0035994),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,PTK2,GO_Biological_Process_2021
interleukin-27-mediated signaling pathway (GO:0070106),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,CANX,GO_Biological_Process_2021
macrophage differentiation (GO:0030225),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,CASP8,GO_Biological_Process_2021
regulation of macrophage differentiation (GO:0045649),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,CASP8,GO_Biological_Process_2021
endoderm development (GO:0007492),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,DUSP1,GO_Biological_Process_2021
placenta development (GO:0001890),1/15,0.0541035476902397,0.2119322400647262,0,0,19.48336594911937,56.83016349252173,PTK2,GO_Biological_Process_2021
protein O-linked glycosylation (GO:0006493),2/102,0.0548824499105943,0.2137187167106674,0,0,5.507222222222223,15.98505204961928,ST6GAL1;B3GNT5,GO_Biological_Process_2021
negative regulation of anoikis (GO:2000811),1/16,0.0576059834084244,0.2166770512294145,0,0,18.183561643835617,51.89822766625515,PTK2,GO_Biological_Process_2021
histone H2A acetylation (GO:0043968),1/16,0.0576059834084244,0.2166770512294145,0,0,18.183561643835617,51.89822766625515,EP400,GO_Biological_Process_2021
regulation of leukocyte activation (GO:0002694),1/16,0.0576059834084244,0.2166770512294145,0,0,18.183561643835617,51.89822766625515,GPR137B,GO_Biological_Process_2021
positive regulation of TORC1 signaling (GO:1904263),1/16,0.0576059834084244,0.2166770512294145,0,0,18.183561643835617,51.89822766625515,GPR137B,GO_Biological_Process_2021
dendritic spine morphogenesis (GO:0060997),1/16,0.0576059834084244,0.2166770512294145,0,0,18.183561643835617,51.89822766625515,DOCK10,GO_Biological_Process_2021
polyol biosynthetic process (GO:0046173),1/16,0.0576059834084244,0.2166770512294145,0,0,18.183561643835617,51.89822766625515,ITPKB,GO_Biological_Process_2021
regulation of cell cycle process (GO:0010564),2/106,0.0587419442365898,0.2197015089526692,0,0,5.294337606837607,15.007336023342026,KLHL21;MKI67,GO_Biological_Process_2021
adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),1/17,0.0610956253164146,0.2246961331081471,0,0,17.046232876712327,47.64959069441307,ADRB2,GO_Biological_Process_2021
"retrograde protein transport, ER to cytosol (GO:0030970)",1/17,0.0610956253164146,0.2246961331081471,0,0,17.046232876712327,47.64959069441307,RHBDD1,GO_Biological_Process_2021
cellular biogenic amine biosynthetic process (GO:0042401),1/17,0.0610956253164146,0.2246961331081471,0,0,17.046232876712327,47.64959069441307,PAOX,GO_Biological_Process_2021
regulation of chromosome segregation (GO:0051983),1/18,0.0645725194547735,0.2361713142489507,0,0,16.042707493956488,43.95647876269956,MKI67,GO_Biological_Process_2021
positive regulation of metabolic process (GO:0009893),2/113,0.0657140308541901,0.2378151765751528,0,0,4.958708708708708,13.499800904963,FH;ADRB2,GO_Biological_Process_2021
cellular response to transforming growth factor beta stimulus (GO:0071560),2/114,0.066731832016107,0.2378151765751528,0,0,4.914186507936508,13.30306258700046,LEFTY2;PTK2,GO_Biological_Process_2021
regulation of canonical Wnt signaling pathway (GO:0060828),3/253,0.0674212454140134,0.2378151765751528,0,0,3.325521126760564,8.968249069203978,TBL1XR1;PSMD1;NPHP4,GO_Biological_Process_2021
pyroptosis (GO:0070269),1/19,0.068036711755515,0.2378151765751528,0,0,15.150684931506849,40.72061468284932,CASP8,GO_Biological_Process_2021
regulation of bicellular tight junction assembly (GO:2000810),1/19,0.068036711755515,0.2378151765751528,0,0,15.150684931506849,40.72061468284932,NPHP4,GO_Biological_Process_2021
histone deubiquitination (GO:0016578),1/19,0.068036711755515,0.2378151765751528,0,0,15.150684931506849,40.72061468284932,UIMC1,GO_Biological_Process_2021
positive regulation of macrophage migration (GO:1905523),1/19,0.068036711755515,0.2378151765751528,0,0,15.150684931506849,40.72061468284932,PTK2,GO_Biological_Process_2021
detection of mechanical stimulus (GO:0050982),1/19,0.068036711755515,0.2378151765751528,0,0,15.150684931506849,40.72061468284932,PTK2,GO_Biological_Process_2021
adrenergic receptor signaling pathway (GO:0071875),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,ADRB2,GO_Biological_Process_2021
regulation of smooth muscle contraction (GO:0006940),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,ADRB2,GO_Biological_Process_2021
growth hormone receptor signaling pathway (GO:0060396),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,PTK2,GO_Biological_Process_2021
negative regulation of osteoclast differentiation (GO:0045671),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,GPR137B,GO_Biological_Process_2021
regulation of granulocyte chemotaxis (GO:0071622),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,PTK2,GO_Biological_Process_2021
positive regulation of protein processing (GO:0010954),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,RHBDD1,GO_Biological_Process_2021
maintenance of protein location in nucleus (GO:0051457),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,SP100,GO_Biological_Process_2021
regulation of nuclear division (GO:0051783),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,MKI67,GO_Biological_Process_2021
regulation of protein kinase A signaling (GO:0010738),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,ADRB2,GO_Biological_Process_2021
regulation of protein modification by small protein conjugation or removal (GO:1903320),1/20,0.0714882479432861,0.2378151765751528,0,0,14.352559480894016,37.865241152955655,DNAJB2,GO_Biological_Process_2021
macroautophagy (GO:0016236),2/120,0.0729479130920933,0.241457592334829,0,0,4.662900188323917,12.207517511878212,ULK1;SQSTM1,GO_Biological_Process_2021
regulation of anoikis (GO:2000209),1/21,0.0749271736072752,0.2419599459903228,0,0,13.634246575342466,35.329586768183,PTK2,GO_Biological_Process_2021
regulation of cell-substrate junction assembly (GO:0090109),1/21,0.0749271736072752,0.2419599459903228,0,0,13.634246575342466,35.329586768183,PTK2,GO_Biological_Process_2021
negative regulation of reproductive process (GO:2000242),1/21,0.0749271736072752,0.2419599459903228,0,0,13.634246575342466,35.329586768183,DUSP1,GO_Biological_Process_2021
regulation of fibroblast migration (GO:0010762),1/21,0.0749271736072752,0.2419599459903228,0,0,13.634246575342466,35.329586768183,PTK2,GO_Biological_Process_2021
stress granule assembly (GO:0034063),1/21,0.0749271736072752,0.2419599459903228,0,0,13.634246575342466,35.329586768183,G3BP1,GO_Biological_Process_2021
protein deubiquitination (GO:0016579),3/267,0.0765029547210917,0.2423833627975986,0,0,3.1469270166453267,8.088942756483284,UIMC1;PSMD1;ADRB2,GO_Biological_Process_2021
central nervous system development (GO:0007417),3/268,0.0771715169498613,0.2423833627975986,0,0,3.134892373106564,8.030731667482414,SNTG2;ABCB6;B3GNT5,GO_Biological_Process_2021
cellular response to oxidative stress (GO:0034599),2/125,0.078265491215941,0.2423833627975986,0,0,4.472222222222222,11.393650228708516,PYCR2;ETV5,GO_Biological_Process_2021
platelet degranulation (GO:0002576),2/125,0.078265491215941,0.2423833627975986,0,0,4.472222222222222,11.393650228708516,LEFTY2;TUBA4A,GO_Biological_Process_2021
heme biosynthetic process (GO:0006783),1/22,0.078353534197411,0.2423833627975986,0,0,12.984344422700588,33.06494733744324,ABCB6,GO_Biological_Process_2021
tetrapyrrole metabolic process (GO:0033013),1/22,0.078353534197411,0.2423833627975986,0,0,12.984344422700588,33.06494733744324,ABCB6,GO_Biological_Process_2021
regulation of macrophage chemotaxis (GO:0010758),1/22,0.078353534197411,0.2423833627975986,0,0,12.984344422700588,33.06494733744324,PTK2,GO_Biological_Process_2021
membrane protein intracellular domain proteolysis (GO:0031293),1/22,0.078353534197411,0.2423833627975986,0,0,12.984344422700588,33.06494733744324,RHBDD1,GO_Biological_Process_2021
peptidyl-threonine dephosphorylation (GO:0035970),1/22,0.078353534197411,0.2423833627975986,0,0,12.984344422700588,33.06494733744324,DUSP1,GO_Biological_Process_2021
negative regulation of cell growth (GO:0030308),2/126,0.0793434100657246,0.244303895179115,0,0,4.435931899641577,11.240517842983818,DNAJB2;ULK1,GO_Biological_Process_2021
negative regulation of intracellular protein transport (GO:0090317),1/23,0.0817673749589197,0.246045464649113,0,0,12.393524283935244,31.031859834177094,SP100,GO_Biological_Process_2021
response to nutrient levels (GO:0031667),1/23,0.0817673749589197,0.246045464649113,0,0,12.393524283935244,31.031859834177094,ULK1,GO_Biological_Process_2021
regulation of mononuclear cell migration (GO:0071675),1/23,0.0817673749589197,0.246045464649113,0,0,12.393524283935244,31.031859834177094,PTK2,GO_Biological_Process_2021
diacylglycerol metabolic process (GO:0046339),1/23,0.0817673749589197,0.246045464649113,0,0,12.393524283935244,31.031859834177094,DGKG,GO_Biological_Process_2021
regulation of protein export from nucleus (GO:0046825),1/23,0.0817673749589197,0.246045464649113,0,0,12.393524283935244,31.031859834177094,SP100,GO_Biological_Process_2021
protein modification by small protein removal (GO:0070646),3/276,0.082612979575156,0.2474651243382503,0,0,3.0417891967187742,7.584970478496335,UIMC1;PSMD1;ADRB2,GO_Biological_Process_2021
positive regulation of canonical Wnt signaling pathway (GO:0090263),2/130,0.0837014740273154,0.2483775618692859,0,0,4.296440972222222,10.657316206703952,TBL1XR1;PSMD1,GO_Biological_Process_2021
regulation of primary metabolic process (GO:0080090),2/130,0.0837014740273154,0.2483775618692859,0,0,4.296440972222222,10.657316206703952,TBL1XR1;PSMD1,GO_Biological_Process_2021
axon extension (GO:0048675),1/24,0.0851687410035164,0.2483775618692859,0,0,11.854079809410363,29.198030568281716,ULK1,GO_Biological_Process_2021
negative regulation of synaptic transmission (GO:0050805),1/24,0.0851687410035164,0.2483775618692859,0,0,11.854079809410363,29.198030568281716,PNKD,GO_Biological_Process_2021
"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",1/24,0.0851687410035164,0.2483775618692859,0,0,11.854079809410363,29.198030568281716,CASP8,GO_Biological_Process_2021
porphyrin-containing compound biosynthetic process (GO:0006779),1/24,0.0851687410035164,0.2483775618692859,0,0,11.854079809410363,29.198030568281716,ABCB6,GO_Biological_Process_2021
regulation of cell adhesion (GO:0030155),2/133,0.0870173932313785,0.2515524642758628,0,0,4.197413061916879,10.248602093782685,DUSP1;PTK2,GO_Biological_Process_2021
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),2/133,0.0870173932313785,0.2515524642758628,0,0,4.197413061916879,10.248602093782685,LEFTY2;PTK2,GO_Biological_Process_2021
receptor catabolic process (GO:0032801),1/25,0.0885576772971073,0.2526947515977805,0,0,11.35958904109589,27.536793634757636,SNX25,GO_Biological_Process_2021
regulation of AMPA receptor activity (GO:2000311),1/25,0.0885576772971073,0.2526947515977805,0,0,11.35958904109589,27.536793634757636,ADRB2,GO_Biological_Process_2021
regulation of protein processing (GO:0070613),1/25,0.0885576772971073,0.2526947515977805,0,0,11.35958904109589,27.536793634757636,RHBDD1,GO_Biological_Process_2021
hippo signaling (GO:0035329),1/26,0.0919342286311367,0.2557162157723215,0,0,10.904657534246576,26.025948367758343,NPHP4,GO_Biological_Process_2021
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740),1/26,0.0919342286311367,0.2557162157723215,0,0,10.904657534246576,26.025948367758343,CASP8,GO_Biological_Process_2021
clathrin-dependent endocytosis (GO:0072583),1/26,0.0919342286311367,0.2557162157723215,0,0,10.904657534246576,26.025948367758343,CANX,GO_Biological_Process_2021
regulation of mitotic metaphase/anaphase transition (GO:0030071),1/26,0.0919342286311367,0.2557162157723215,0,0,10.904657534246576,26.025948367758343,DUSP1,GO_Biological_Process_2021
regulation of monocyte chemotaxis (GO:0090025),1/26,0.0919342286311367,0.2557162157723215,0,0,10.904657534246576,26.025948367758343,DUSP1,GO_Biological_Process_2021
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),1/26,0.0919342286311367,0.2557162157723215,0,0,10.904657534246576,26.025948367758343,CASP8,GO_Biological_Process_2021
regulation of vasculature development (GO:1901342),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,SP100,GO_Biological_Process_2021
cellular response to unfolded protein (GO:0034620),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,RHBDD1,GO_Biological_Process_2021
melanosome organization (GO:0032438),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,ABCB6,GO_Biological_Process_2021
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,CASP8,GO_Biological_Process_2021
dendritic spine organization (GO:0097061),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,DOCK10,GO_Biological_Process_2021
presynaptic endocytosis (GO:0140238),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,CANX,GO_Biological_Process_2021
monovalent inorganic cation homeostasis (GO:0055067),1/27,0.0952984396193821,0.2575002735838,0,0,10.484720758693362,24.64687178715262,CLCN3,GO_Biological_Process_2021
receptor-mediated endocytosis (GO:0006898),2/143,0.0983465849278074,0.2591529160291133,0,0,3.897754137115839,9.039895353563324,CANX;ADRB2,GO_Biological_Process_2021
negative regulation of axonogenesis (GO:0050771),1/28,0.0986503547422002,0.2591529160291133,0,0,10.095890410958903,23.383833329549716,ULK1,GO_Biological_Process_2021
carbohydrate derivative biosynthetic process (GO:1901137),1/28,0.0986503547422002,0.2591529160291133,0,0,10.095890410958903,23.383833329549716,B3GNT5,GO_Biological_Process_2021
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),1/28,0.0986503547422002,0.2591529160291133,0,0,10.095890410958903,23.383833329549716,PTK2,GO_Biological_Process_2021
macromolecule catabolic process (GO:0009057),1/28,0.0986503547422002,0.2591529160291133,0,0,10.095890410958903,23.383833329549716,SNX25,GO_Biological_Process_2021
positive regulation of response to wounding (GO:1903036),1/28,0.0986503547422002,0.2591529160291133,0,0,10.095890410958903,23.383833329549716,PTK2,GO_Biological_Process_2021
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),1/28,0.0986503547422002,0.2591529160291133,0,0,10.095890410958903,23.383833329549716,CASP8,GO_Biological_Process_2021
regulation of response to biotic stimulus (GO:0002831),1/29,0.101990018350818,0.2641338692042589,0,0,9.734833659491194,22.22346027505055,CASP8,GO_Biological_Process_2021
aggrephagy (GO:0035973),1/29,0.101990018350818,0.2641338692042589,0,0,9.734833659491194,22.22346027505055,SQSTM1,GO_Biological_Process_2021
negative regulation of myeloid leukocyte differentiation (GO:0002762),1/29,0.101990018350818,0.2641338692042589,0,0,9.734833659491194,22.22346027505055,GPR137B,GO_Biological_Process_2021
negative regulation of apoptotic process (GO:0043066),4/485,0.1050747665986137,0.2641338692042589,0,0,2.31006831006831,5.2047759140229815,RHBDD1;CFLAR;SQSTM1;PTK2,GO_Biological_Process_2021
protein N-linked glycosylation via asparagine (GO:0018279),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,ST6GAL1,GO_Biological_Process_2021
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,CASP8,GO_Biological_Process_2021
regulation of cation transmembrane transport (GO:1904062),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,KCNAB2,GO_Biological_Process_2021
positive regulation of lipid kinase activity (GO:0090218),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,PTK2,GO_Biological_Process_2021
regulation of long-term synaptic potentiation (GO:1900271),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,SQSTM1,GO_Biological_Process_2021
regulation of macrophage activation (GO:0043030),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,GPR137B,GO_Biological_Process_2021
TRIF-dependent toll-like receptor signaling pathway (GO:0035666),1/30,0.1053174745633215,0.2641338692042589,0,0,9.398677373641949,21.15431674384753,CASP8,GO_Biological_Process_2021
regulation of G2/M transition of mitotic cell cycle (GO:0010389),2/149,0.1053343526736017,0.2641338692042589,0,0,3.737528344671202,8.411739885110235,PSMD1;TUBA4A,GO_Biological_Process_2021
brain development (GO:0007420),2/150,0.1065119885787013,0.2650787084176702,0,0,3.7120870870870872,8.313210610119837,ABCB6;B3GNT5,GO_Biological_Process_2021
response to cytokine (GO:0034097),2/150,0.1065119885787013,0.2650787084176702,0,0,3.7120870870870872,8.313210610119837,SP100;CASP8,GO_Biological_Process_2021
negative regulation of DNA binding (GO:0043392),1/31,0.1086327674174716,0.2653686052781042,0,0,9.084931506849315,20.166569167475306,SP100,GO_Biological_Process_2021
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),1/31,0.1086327674174716,0.2653686052781042,0,0,9.084931506849315,20.166569167475306,PTK2,GO_Biological_Process_2021
peptidyl-asparagine modification (GO:0018196),1/31,0.1086327674174716,0.2653686052781042,0,0,9.084931506849315,20.166569167475306,ST6GAL1,GO_Biological_Process_2021
MyD88-independent toll-like receptor signaling pathway (GO:0002756),1/31,0.1086327674174716,0.2653686052781042,0,0,9.084931506849315,20.166569167475306,CASP8,GO_Biological_Process_2021
regulation of potassium ion transport (GO:0043266),1/31,0.1086327674174716,0.2653686052781042,0,0,9.084931506849315,20.166569167475306,KCNAB2,GO_Biological_Process_2021
negative regulation of transcription by RNA polymerase II (GO:0000122),5/684,0.1090882776743381,0.2655016169868083,0,0,2.0540650146208197,4.550982004712265,SP100;YEATS2;TBL1XR1;IRF2BP2;ETV5,GO_Biological_Process_2021
positive regulation of Wnt signaling pathway (GO:0030177),2/153,0.11006634961923,0.2655971067159642,0,0,3.637785136129507,8.027398298783927,TBL1XR1;PSMD1,GO_Biological_Process_2021
cilium assembly (GO:0060271),3/314,0.1105901115323269,0.2655971067159642,0,0,2.664960826049545,5.868042804577725,NEK1;NPHP4;TUBA4A,GO_Biological_Process_2021
positive regulation of protein kinase activity (GO:0045860),2/154,0.1112581490968938,0.2655971067159642,0,0,3.613669590643275,7.935264680054121,ADRB2;PTK2,GO_Biological_Process_2021
negative regulation of developmental growth (GO:0048640),1/32,0.1119359407458519,0.2655971067159642,0,0,8.791427308882016,19.25171833112302,ULK1,GO_Biological_Process_2021
skeletal muscle organ development (GO:0060538),1/32,0.1119359407458519,0.2655971067159642,0,0,8.791427308882016,19.25171833112302,CFLAR,GO_Biological_Process_2021
cellular response to topologically incorrect protein (GO:0035967),1/32,0.1119359407458519,0.2655971067159642,0,0,8.791427308882016,19.25171833112302,RHBDD1,GO_Biological_Process_2021
protein K63-linked deubiquitination (GO:0070536),1/32,0.1119359407458519,0.2655971067159642,0,0,8.791427308882016,19.25171833112302,UIMC1,GO_Biological_Process_2021
cellular response to interleukin-1 (GO:0071347),2/155,0.112453386079987,0.2657850150655907,0,0,3.589869281045752,7.844641546864164,PSMD1;SQSTM1,GO_Biological_Process_2021
peptidyl-serine phosphorylation (GO:0018105),2/156,0.1136520197518804,0.2657850150655907,0,0,3.5663780663780664,7.755495519646312,RPS6KA2;ULK1,GO_Biological_Process_2021
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),1/33,0.1152270382535114,0.2657850150655907,0,0,8.51626712328767,18.40238306238578,CANX,GO_Biological_Process_2021
positive regulation of organelle organization (GO:0010638),1/33,0.1152270382535114,0.2657850150655907,0,0,8.51626712328767,18.40238306238578,ADRB2,GO_Biological_Process_2021
neuron projection extension (GO:1990138),1/33,0.1152270382535114,0.2657850150655907,0,0,8.51626712328767,18.40238306238578,ULK1,GO_Biological_Process_2021
mitotic G2 DNA damage checkpoint signaling (GO:0007095),1/33,0.1152270382535114,0.2657850150655907,0,0,8.51626712328767,18.40238306238578,UIMC1,GO_Biological_Process_2021
regulation of neurotransmitter secretion (GO:0046928),1/33,0.1152270382535114,0.2657850150655907,0,0,8.51626712328767,18.40238306238578,PNKD,GO_Biological_Process_2021
regulation of protein localization to cell surface (GO:2000008),1/33,0.1152270382535114,0.2657850150655907,0,0,8.51626712328767,18.40238306238578,KCNAB2,GO_Biological_Process_2021
regulation of cell adhesion mediated by integrin (GO:0033628),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,PTK2,GO_Biological_Process_2021
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,CASP8,GO_Biological_Process_2021
secondary alcohol biosynthetic process (GO:1902653),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,MSMO1,GO_Biological_Process_2021
striated muscle tissue development (GO:0014706),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,CFLAR,GO_Biological_Process_2021
synaptic vesicle recycling (GO:0036465),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,CANX,GO_Biological_Process_2021
organelle disassembly (GO:1903008),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,ULK1,GO_Biological_Process_2021
organic cyclic compound biosynthetic process (GO:1901362),1/34,0.1185061034725714,0.2660522937969111,0,0,8.257783312577834,17.612124390060146,PYCR2,GO_Biological_Process_2021
regulation of TORC1 signaling (GO:1903432),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,GPR137B,GO_Biological_Process_2021
negative regulation of epithelial cell migration (GO:0010633),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,SP100,GO_Biological_Process_2021
cellular response to amyloid-beta (GO:1904646),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,ADRB2,GO_Biological_Process_2021
intracellular pH reduction (GO:0051452),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,CLCN3,GO_Biological_Process_2021
cellular response to hydrogen peroxide (GO:0070301),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,ANKZF1,GO_Biological_Process_2021
cholesterol biosynthetic process (GO:0006695),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,MSMO1,GO_Biological_Process_2021
peptidyl-tyrosine dephosphorylation (GO:0035335),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,DUSP1,GO_Biological_Process_2021
regulation of phosphatidylinositol 3-kinase activity (GO:0043551),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,PTK2,GO_Biological_Process_2021
protein localization to cilium (GO:0061512),1/35,0.1217731797892206,0.2660522937969111,0,0,8.01450443190975,16.875301635263398,NPHP4,GO_Biological_Process_2021
heart development (GO:0007507),2/164,0.1233585486545175,0.2661374325187066,0,0,3.388888888888889,7.091792677548559,CASP8;PTK2,GO_Biological_Process_2021
negative regulation of canonical Wnt signaling pathway (GO:0090090),2/165,0.1245859546767298,0.2661374325187066,0,0,3.3679277436946147,7.0145831743905935,PSMD1;NPHP4,GO_Biological_Process_2021
activation of adenylate cyclase activity (GO:0007190),1/36,0.1250283104430781,0.2661374325187066,0,0,7.785127201565558,16.186953906631256,ADRB2,GO_Biological_Process_2021
positive regulation of myeloid leukocyte differentiation (GO:0002763),1/36,0.1250283104430781,0.2661374325187066,0,0,7.785127201565558,16.186953906631256,CASP8,GO_Biological_Process_2021
transition metal ion transport (GO:0000041),1/36,0.1250283104430781,0.2661374325187066,0,0,7.785127201565558,16.186953906631256,ATOX1,GO_Biological_Process_2021
dendrite morphogenesis (GO:0048813),1/36,0.1250283104430781,0.2661374325187066,0,0,7.785127201565558,16.186953906631256,DOCK10,GO_Biological_Process_2021
regulation of osteoclast differentiation (GO:0045670),1/36,0.1250283104430781,0.2661374325187066,0,0,7.785127201565558,16.186953906631256,GPR137B,GO_Biological_Process_2021
endoderm formation (GO:0001706),1/36,0.1250283104430781,0.2661374325187066,0,0,7.785127201565558,16.186953906631256,DUSP1,GO_Biological_Process_2021
regulation of MAPK cascade (GO:0043408),2/166,0.1258163622764173,0.266956512265988,0,0,3.3472222222222223,6.938563645130339,DUSP1;ADRB2,GO_Biological_Process_2021
glutamine family amino acid metabolic process (GO:0009064),1/37,0.1282715384991091,0.2678730551621774,0,0,7.568493150684931,15.542701942518896,PYCR2,GO_Biological_Process_2021
skeletal muscle tissue development (GO:0007519),1/37,0.1282715384991091,0.2678730551621774,0,0,7.568493150684931,15.542701942518896,CFLAR,GO_Biological_Process_2021
negative regulation of stress-activated MAPK cascade (GO:0032873),1/37,0.1282715384991091,0.2678730551621774,0,0,7.568493150684931,15.542701942518896,DUSP1,GO_Biological_Process_2021
positive regulation of signaling receptor activity (GO:2000273),1/37,0.1282715384991091,0.2678730551621774,0,0,7.568493150684931,15.542701942518896,ADRB2,GO_Biological_Process_2021
regulation of p38MAPK cascade (GO:1900744),1/37,0.1282715384991091,0.2678730551621774,0,0,7.568493150684931,15.542701942518896,DUSP1,GO_Biological_Process_2021
peptidyl-serine modification (GO:0018209),2/169,0.1295252140440041,0.2696405399280841,0,0,3.286593479707252,6.717401740523968,RPS6KA2;ULK1,GO_Biological_Process_2021
negative regulation of endothelial cell migration (GO:0010596),1/38,0.1315029068906738,0.2705634908832539,0,0,7.363569048500556,14.938666352381896,SP100,GO_Biological_Process_2021
sterol biosynthetic process (GO:0016126),1/38,0.1315029068906738,0.2705634908832539,0,0,7.363569048500556,14.938666352381896,MSMO1,GO_Biological_Process_2021
synaptic vesicle endocytosis (GO:0048488),1/38,0.1315029068906738,0.2705634908832539,0,0,7.363569048500556,14.938666352381896,CANX,GO_Biological_Process_2021
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),2/171,0.1320120960049713,0.2705634908832539,0,0,3.247370151216305,6.575475523484167,CASP8;CFLAR,GO_Biological_Process_2021
neuron projection development (GO:0031175),2/171,0.1320120960049713,0.2705634908832539,0,0,3.247370151216305,6.575475523484167,DOCK10;ULK1,GO_Biological_Process_2021
negative regulation of secretion by cell (GO:1903531),1/39,0.1347224583842793,0.2727408790531894,0,0,7.169430425378515,14.37139917131711,PNKD,GO_Biological_Process_2021
membrane protein proteolysis (GO:0033619),1/39,0.1347224583842793,0.2727408790531894,0,0,7.169430425378515,14.37139917131711,RHBDD1,GO_Biological_Process_2021
odontogenesis (GO:0042476),1/39,0.1347224583842793,0.2727408790531894,0,0,7.169430425378515,14.37139917131711,SSUH2,GO_Biological_Process_2021
organophosphate biosynthetic process (GO:0090407),1/39,0.1347224583842793,0.2727408790531894,0,0,7.169430425378515,14.37139917131711,ITPKB,GO_Biological_Process_2021
positive regulation of cation channel activity (GO:2001259),1/40,0.1379302356066979,0.2738044784256022,0,0,6.985247629083245,13.837826271244433,ADRB2,GO_Biological_Process_2021
