Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Th17 cell differentiation,55/107,8.997894346003155e-11,6.462124121220448e-10,0,0,3.625297471280111,83.85837064084375,RORA;AHR;IL1RAP;IL27RA;IKBKB;PPP3CA;PPP3CB;PPP3CC;IKBKG;JAK2;IL6R;JAK1;HSP90AA1;IL4R;CHUK;IFNGR2;FOS;FOXP3;TGFBR1;RUNX1;TGFBR2;LCK;PRKCQ;IL6ST;GATA3;IL2RG;HIF1A;RELA;RXRB;PPP3R1;HLA-DMA;RXRA;MAPK1;STAT6;PLCG1;SMAD2;STAT5A;JUN;SMAD4;SMAD3;TGFB1;STAT3;NFATC1;MAPK14;NFKB1;MTOR;NFKBIA;MAPK10;CD4;IL2RB;HLA-DPB1;HLA-DRA;NFKBIE;HLA-DRB1;NFKBIB,KEGG_2021_Human
Diabetic cardiomyopathy,87/203,1.2823312541240878e-10,9.004815028960261e-10,0,0,2.578345662407532,58.7274206073737,GSK3B;NDUFA13;NDUFA11;NCF2;PTEN;SLC2A1;SLC2A4;COX6A1;PPP1CB;PPP1CC;RAC2;AKT1;PDK3;UQCRFS1;CD36;RAC1;CTSD;COX8A;PRKCA;CYBA;SDHC;SDHD;SDHA;SDHB;MMP9;TGFBR1;TGFBR2;COX7A2L;PLCB3;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;AGTR1;PPIF;NDUFS3;NDUFS2;VDAC1;PLCB1;PPARA;SLC25A4;SLC25A6;NDUFB9;CAMK2D;NDUFB7;NDUFB10;NDUFB11;CAMK2A;NDUFA4L2;PIK3R1;UQCR10;PDHB;COX5B;PRKCZ;COX5A;AGER;RELA;INS;PTPA;ATP5F1B;CYC1;NDUFV2;SMAD2;NDUFA9;TGFB2;NDUFA7;ACE;PDHA1;SMAD3;TGFB1;NDUFA6;NDUFA5;TGFB3;NOS3;INSR;NDUFA3;MAPK14;ATP5F1D;AGT;NFKB1;MTOR;UQCRHL;PPP1CA;COL1A1;MAPK10;NDUFAB1,KEGG_2021_Human
HIF-1 signaling pathway,55/109,2.2493466207485318e-10,1.5452033307750783e-09,0,0,3.490573814410894,77.54383431018972,CDKN1A;TFRC;SERPINE1;SLC2A1;ENO1;ENO2;HK2;IGF1R;AKT1;EP300;ELOB;TIMP1;IL6R;PDK1;MAP2K1;EDN1;MAP2K2;IFNGR2;ARNT;PRKCA;RBX1;ALDOA;CAMK2D;PFKFB3;CUL2;CAMK2A;PIK3R1;PDHB;HIF1A;EGFR;RELA;INS;LDHA;ERBB2;PGK1;MAPK1;PLCG1;VHL;EIF4E;EGLN1;CREBBP;PDHA1;NOS3;INSR;STAT3;IGF1;NFKB1;MTOR;VEGFA;TF;PFKL;RPS6KB2;TEK;PFKM;PFKP,KEGG_2021_Human
Protein processing in endoplasmic reticulum,76/171,2.4171088560020566e-10,1.6251199968013826e-09,0,0,2.747227191413238,60.83261760327936,TRAM1;UBXN1;PRKCSH;UBE2D2;UBE2D1;HERPUD1;SEC61G;CAPN2;MAN1A1;CAPN1;SEC61B;SEC62;UBXN6;MAP3K5;SEC63;SKP1;PDIA3;HSP90AA1;SEC13;FBXO2;RAD23A;TRAF2;RAD23B;RBX1;ERN1;DNAJC3;SELENOS;DDIT3;CANX;ERP29;ATF6;PRKN;VCP;SEC23A;RPN2;SAR1A;ATF6B;RPN1;SEL1L;CUL1;UBE2J2;HSPBP1;HSP90B1;ERLEC1;LMAN1;GANAB;BAG2;MAN1C1;UBQLN4;SEC31A;UBQLN2;EDEM3;HSPA8;MBTPS1;XBP1;SEC24A;HSPA5;WFS1;EDEM1;EIF2AK1;AMFR;HSPA6;SYVN1;EIF2AK4;EIF2S1;MAPK10;NSFL1C;DNAJC10;DNAJA2;BAX;STUB1;CALR;RNF185;MBTPS2;NFE2L2;HSPA1A,KEGG_2021_Human
Influenza A,76/172,3.3733740125374927e-10,2.220804558253849e-09,0,0,2.718433214072749,59.288858485350005,NXT1;TRADD;ADAR;ACTB;ACTG1;ICAM1;PYCARD;IFIH1;IKBKB;CCND3;TBK1;CASP8;XPO1;TNFSF10;CASP1;AKT1;EP300;IKBKG;KPNA2;PRSS3;JAK2;JAK1;IFNAR2;MAP2K1;MAP2K2;RSAD2;APAF1;CHUK;IFNGR2;PRKCA;IRAK4;TICAM1;TNFRSF1A;DNAJC3;IRF3;OAS2;TRAF3;VDAC1;NUP98;RAF1;SLC25A4;IRF9;IFNAR1;SLC25A6;PLG;PIK3R1;RELA;SOCS3;NXF1;HLA-DMA;NXF3;PABPN1;CCL5;NLRP3;MAPK1;FADD;BID;CPSF4;IL33;CREBBP;STAT2;MX1;TNFRSF10B;EIF2S1;NFKB1;RAB11A;RAB11B;NFKBIA;MAVS;HLA-DPB1;CYCS;HLA-DRA;BAX;HLA-DRB1;MYD88;NFKBIB,KEGG_2021_Human
mTOR signaling pathway,70/154,3.645094899865049e-10,2.350714261953786e-09,0,0,2.859907696888492,62.15285401901879,GSK3B;PTEN;IGF1R;IKBKB;RPTOR;FLCN;STK11;DEPTOR;MLST8;AKT1;ATP6V1E1;HRAS;MAP2K1;SEC13;MAP2K2;CHUK;WNT5A;TSC2;PRKCA;TSC1;RHOA;TNFRSF1A;SLC7A5;CLIP1;RRAGA;RRAGC;AKT1S1;ATP6V1B2;ULK1;RAF1;DEPDC5;SOS1;SOS2;TELO2;SEH1L;PRKAA2;CAB39;MAPKAP1;NPRL3;SLC3A2;PIK3R1;WDR24;INS;LRP6;DVL1;DVL2;DVL3;MAPK1;SLC38A9;RICTOR;WNT1;FNIP1;ATP6V1D;EIF4E;FZD1;WNT3A;FZD7;INSR;WNT7B;WNT7A;IGF1;MTOR;RHEB;RPS6KB2;GRB2;KRAS;LAMTOR2;LAMTOR4;LPIN1;LAMTOR3,KEGG_2021_Human
Thyroid hormone signaling pathway,58/121,9.517620973067856e-10,6.004765600873221e-09,0,0,3.1553787959133173,65.54575607818052,GSK3B;ITGB3;SLC2A1;MED16;ACTB;ACTG1;MED14;MYC;AKT1;EP300;ITGAV;PRKACA;PRKACB;HRAS;NCOA1;MAP2K1;MAP2K2;TSC2;ATP1B3;PRKCA;KAT2A;PLCB3;MED24;RAF1;PLCB1;TP53;NOTCH3;HDAC2;NOTCH1;HDAC3;HDAC1;SRC;ATP1A3;GATA4;PIK3R1;HIF1A;FOXO1;SLC9A1;RXRB;RXRA;MAPK1;PLCG1;CREBBP;BAD;ESR1;MTOR;RCAN1;PFKL;RHEB;FXYD2;RCAN2;MDM2;CTNNB1;KRAS;PLCD3;PFKM;PFKP;PLCD1,KEGG_2021_Human
Wnt signaling pathway,73/166,9.691235621662475e-10,6.004765600873221e-09,0,0,2.694075809455157,55.91454391511965,GSK3B;CBY1;PPP3CA;CCND3;FRAT1;PPP3CB;PPP3CC;MYC;RUVBL1;RAC2;EP300;RAC3;RAC1;RSPO1;BTRC;PRKACA;MAP3K7;PRKACB;SKP1;APC2;TLE3;CSNK2A2;CTNNBIP1;WNT5A;AXIN1;PRKCA;CACYBP;CSNK1E;TLE6;RHOA;RBX1;PLCB3;SFRP2;CSNK2B;PLCB1;TP53;PPARD;CAMK2D;CTBP2;CTBP1;ROCK2;TCF7;CAMK2A;CUL1;PRICKLE3;NKD1;LRP6;PPP3R1;DVL1;DVL2;DVL3;TBL1X;WNT1;FZD1;CREBBP;JUN;SMAD4;TCF7L1;SMAD3;WNT3A;CSNK1A1;RYK;FZD7;WNT7B;SIAH1;WNT7A;NFATC1;FOSL1;MAPK10;VANGL2;CTNNB1;NOTUM;LGR5,KEGG_2021_Human
Apoptosis,65/142,1.0706095264237767e-09,6.506011737498335e-09,0,0,2.89513631583674,59.799149749664224,TRADD;CTSW;ACTB;LMNB2;ACTG1;LMNB1;IKBKB;PIDD1;TUBA1B;CASP8;CTSL;CTSK;CAPN2;TNFSF10;AKT1;CAPN1;IKBKG;CTSD;HRAS;SPTAN1;MAP3K5;BOK;MAP2K1;ENDOG;MAP2K2;APAF1;CHUK;TRAF2;FOS;TNFRSF1A;ERN1;DDIT3;BIRC5;BIRC6;RAF1;TP53;DIABLO;XIAP;CSF2RB;PIK3R1;RELA;LMNA;MAPK1;RIPK1;FADD;BID;MCL1;NTRK1;NGFR;JUN;BAD;DAB2IP;TNFRSF10B;GZMB;CFLAR;SEPTIN4;EIF2S1;NFKB1;NFKBIA;MAPK10;CYCS;BAX;ATM;KRAS;BCL2L1,KEGG_2021_Human
Sphingolipid signaling pathway,57/119,1.3702531488621844e-09,8.169811227178307e-09,0,0,3.150494537462021,64.2961442062672,TRADD;PTEN;SMPD2;SPTLC1;PPP2R1B;SPTLC2;BDKRB2;RAC2;AKT1;RAC3;RAC1;CTSD;HRAS;MAP3K5;MAP2K1;MAP2K2;CERS6;SPHK2;SPHK1;PPP2R5B;PPP2R5A;PRKCA;TRAF2;RHOA;TNFRSF1A;PLCB3;RAF1;PLCB1;TP53;NSMAF;ASAH1;ROCK1;ROCK2;PIK3R1;PLD1;PRKCZ;KNG1;GNAI1;RELA;GNAI2;PPP2CA;MAPK1;FYN;S1PR3;S1PR2;BID;S1PR5;NOS3;PPP2R3B;MAPK14;NFKB1;SGPP1;MAPK10;PPP2R2C;GNAQ;BAX;KRAS,KEGG_2021_Human
Epstein-Barr virus infection,84/202,1.5748545837802075e-09,9.215815712491586e-09,0,0,2.4452797521414253,49.56362690734689,CDKN1A;TRADD;TNFAIP3;ITGAL;ICAM1;IKBKB;CCND3;TBK1;CASP8;PSMD4;MYC;PSMD2;PSMD3;BLNK;AKT1;IKBKG;RAC1;B2M;MAP3K7;JAK1;IFNAR2;PDIA3;USP7;SYK;APAF1;CHUK;TAP1;TRAF2;IRAK4;HLA-G;RUNX3;HLA-E;SAP30;NCOR2;CCNA2;IRF3;OAS2;TRAF3;TRAF6;TP53;CD44;IRF9;TLR2;IFNAR1;HDAC2;HDAC1;PIK3R1;RELA;HLA-DMA;IRAK1;E2F1;RIPK1;E2F3;HES1;FADD;BID;MAP2K6;LYN;JUN;STAT2;STAT3;ADRM1;ISG15;MAPK14;NFKB1;NFKBIA;MAPK10;MAVS;PSMC4;NEDD4;CDK2;HLA-DPB1;MDM2;CYCS;HLA-DRA;BAX;TAB2;CALR;TAB1;VIM;NFKBIE;HLA-DRB1;MYD88;NFKBIB,KEGG_2021_Human
Central carbon metabolism in cancer,39/70,2.361605806003204e-09,1.3568498812672956e-08,0,0,4.3026420277724124,85.46735433792972,RET;PTEN;SLC2A1;PDHB;PIK3R1;HIF1A;HK2;EGFR;LDHA;MYC;ERBB2;AKT1;MAPK1;HRAS;PDK1;PDGFRB;NTRK1;PDGFRA;MAP2K1;MAP2K2;PDHA1;NTRK3;SIRT6;MTOR;SIRT3;SLC7A5;PFKL;PKM;SCO2;KIT;KRAS;RAF1;MET;TP53;FGFR3;PFKM;FGFR2;PFKP;FGFR1,KEGG_2021_Human
Oxytocin signaling pathway,68/154,2.914242807950192e-09,1.64446558448618e-08,0,0,2.7120224252491694,53.30115528948458,RYR1;CDKN1A;PRKAG1;PRKAG2;ELK1;ACTB;PIK3CG;ACTG1;PPP1CB;PPP1CC;PPP3CA;PPP3CB;EEF2K;PPP3CC;PRKACA;PRKACB;HRAS;MAP2K1;MEF2C;PRKAB2;MAP2K2;PPP1R12A;CACNA2D1;PLA2G4C;PLA2G4A;PRKCA;FOS;PRKAB1;RHOA;CACNB1;PLCB3;ADCY9;CACNB4;RAF1;PLCB1;PPP1R12B;PPP1R12C;CAMK2D;PRKAA2;ROCK1;ROCK2;SRC;CAMK2A;PTGS2;EGFR;GNAI1;GNAI2;TRPM2;PPP3R1;MAPK1;CACNA1S;CACNG2;MAP2K5;CACNG4;KCNJ2;KCNJ3;KCNJ5;JUN;KCNJ6;NOS3;NFATC1;EEF2;PPP1CA;RCAN1;GNAQ;GNAS;KRAS;CALM1,KEGG_2021_Human
Osteoclast differentiation,59/127,3.098100601748997e-09,1.7175434914959354e-08,0,0,2.9734645473248333,58.2575346308527,NCF2;ITGB3;IKBKB;PPP3CA;PPP3CB;PPP3CC;CTSK;BLNK;AKT1;SIRPA;IKBKG;RAC1;JUNB;MAP3K7;JAK1;IFNAR2;MAP2K1;CHUK;SYK;IFNGR2;CYBA;TRAF2;FOS;TGFBR1;TGFBR2;TNFRSF1A;CREB1;LCK;TRAF6;LCP2;PPARG;SQSTM1;IRF9;IFNAR1;CSF1R;PIK3R1;RELA;SOCS3;PPP3R1;MAPK1;FYN;MAP2K6;JUN;TGFB2;JUND;TGFB1;STAT2;NFATC1;MAPK14;NFKB1;FOSL2;FOSL1;NFKBIA;MAPK10;FOSB;GRB2;TAB2;TAB1;FCGR2B,KEGG_2021_Human
Tuberculosis,76/180,4.146367999445287e-09,2.2590556686632943e-08,0,0,2.508015687353791,48.40729371355509,ITGAM;TRADD;PPP3CA;PPP3CB;CASP8;PPP3CC;LAMP2;AKT1;EP300;JAK2;CTSD;JAK1;ARHGEF12;APAF1;KSR1;SYK;RIPK2;SPHK2;IFNGR2;SPHK1;IRAK4;RHOA;TNFRSF1A;CREB1;TRAF6;RFX5;PIK3C3;ATP6V0D1;RAF1;ATP6V0C;RAB7A;TLR2;CAMK2D;CEBPB;RAB5C;SRC;CAMK2A;CEBPG;BCL10;NOD2;CORO1A;RELA;HSPD1;C3;PPP3R1;HLA-DMA;IRAK1;MAPK1;FADD;BID;HSPA9;PLK3;CD74;CREBBP;TGFB2;TGFB1;NFYA;TGFB3;BAD;IL10RB;IL10RA;NFYC;CARD9;MAPK14;NFKB1;MAPK10;RFXAP;HLA-DPB1;CYCS;HLA-DRA;BAX;CALM1;FCGR2B;RAB5A;HLA-DRB1;MYD88,KEGG_2021_Human
Gastric cancer,66/149,4.233471126221181e-09,2.2674184337049042e-08,0,0,2.7267140852566896,52.57171174543308,GSK3B;CDKN1A;FGF2;FGF5;FRAT1;SHH;FGF9;CDH1;MYC;AKT1;HRAS;APC2;MAP2K1;MAP2K2;WNT5A;AXIN1;TGFBR1;TGFBR2;RARB;RAF1;SOS1;TP53;MET;SOS2;ABCB1;SHC1;TCF7;PIK3R1;EGFR;LRP6;RXRB;RXRA;TERT;DVL1;ERBB2;DVL2;E2F1;DVL3;MAPK1;E2F3;WNT1;FGF22;FZD1;SMAD2;SMAD4;TGFB2;TCF7L1;SMAD3;TGFB1;JUP;TGFB3;WNT3A;CSNK1A1;FZD7;WNT7B;WNT7A;MLH1;MTOR;CDK2;RPS6KB2;BAX;CTNNB1;GRB2;KRAS;FGFR2;FGF10,KEGG_2021_Human
Hepatocellular carcinoma,72/168,4.890672866943111e-09,2.5757543765900384e-08,0,0,2.5730563002680964,49.23784053792313,GSK3B;CDKN1A;PTEN;KEAP1;ELK1;ACTB;ACTG1;IGF1R;FRAT1;MYC;AKT1;HRAS;APC2;MAP2K1;MAP2K2;WNT5A;ACTL6A;AXIN1;PRKCA;TGFBR1;TGFBR2;RAF1;SOS1;TP53;MET;SOS2;SMARCD1;SMARCD2;SHC1;GSTP1;TCF7;PIK3R1;EGFR;LRP6;TERT;DVL1;DVL2;E2F1;DVL3;MAPK1;E2F3;PLCG1;WNT1;FZD1;SMAD2;GSTM2;SMAD4;TGFB2;TCF7L1;GSTM1;SMAD3;TGFB1;TGFB3;WNT3A;BAD;CDKN2A;CSNK1A1;TXNRD2;FZD7;WNT7B;IGF2;WNT7A;SMARCA2;MTOR;SMARCA4;RPS6KB2;BAX;CTNNB1;GRB2;KRAS;BCL2L1;NFE2L2,KEGG_2021_Human
Longevity regulating pathway,50/102,5.179945953393096e-09,2.6833818381511778e-08,0,0,3.2920614290111843,62.80749920954936,ATF2;EHMT2;PRKAG1;EHMT1;PRKAG2;IRS2;IGF1R;RPTOR;STK11;SESN1;RB1CC1;AKT1;PRKACA;PRKACB;HRAS;PRKAB2;TSC2;TSC1;PRKAB1;SIRT1;ADCY9;CREB1;AKT1S1;CAT;ULK1;PPARG;TP53;HDAC2;PRKAA2;ATF6B;HDAC1;PIK3R1;FOXO3;FOXO1;RELA;INS;EIF4EBP2;EIF4E;ATG5;HSPA8;INSR;HSPA6;IGF1;NFKB1;MTOR;RHEB;RPS6KB2;BAX;KRAS;HSPA1A,KEGG_2021_Human
Bacterial invasion of epithelial cells,41/77,5.6488918385869475e-09,2.8791126145056053e-08,0,0,3.895520548282918,73.98297225858057,ITGB1;SHC1;SRC;ARPC1B;CLTC;PXN;CLTA;ILK;SEPTIN12;WASL;PIK3R1;CBL;ACTB;ACTG1;CDC42;CDH1;RAC1;WASF1;ACTR3;ACTR2;CAV1;RHOG;FN1;DNM1;RHOA;PTK2;CD2AP;DNM2;DNM3;MAD2L2;CTTN;ARPC2;ELMO1;ELMO2;CTNNB1;ITGA5;CRK;DOCK1;MET;VCL;BCAR1,KEGG_2021_Human
AMPK signaling pathway,56/120,6.304137654476345e-09,3.1620753949436914e-08,0,0,2.997439893143366,56.59783885535585,CRTC2;PRKAG1;PRKAG2;IRS2;SLC2A4;ELAVL1;IGF1R;RPTOR;LIPE;STK11;EEF2K;PPP2R1B;HNF4A;LEPR;AKT1;CD36;MAP3K7;RAB8A;PRKAB2;PPP2R5B;TSC2;PPP2R5A;TSC1;PRKAB1;SIRT1;CCNA2;CREB1;AKT1S1;ULK1;PPARG;CFTR;PFKFB4;PFKFB3;PRKAA2;CAB39;PIK3R1;FOXO3;FOXO1;INS;PPP2CA;INSR;PPP2R3B;IGF1;EEF2;MTOR;RAB11B;PFKL;G6PC3;PPP2R2C;RAB14;RHEB;FASN;LEP;RPS6KB2;PFKM;PFKP,KEGG_2021_Human
AGE-RAGE signaling pathway in diabetic complications,49/100,7.472118156984633e-09,3.6893583400111625e-08,0,0,3.2889618172229995,61.54334072537631,SERPINE1;ICAM1;AKT1;RAC1;JAK2;HRAS;EDN1;PRKCA;TGFBR1;TGFBR2;PLCB3;COL4A2;COL4A1;AGTR1;COL4A6;COL4A5;PLCB1;PIK3R1;AGER;PRKCZ;FOXO1;RELA;CDC42;MAPK1;PLCG1;SMAD2;STAT5A;EGR1;JUN;SMAD4;TGFB2;SMAD3;TGFB1;TGFB3;NOS3;STAT3;FN1;NFATC1;MAPK14;SELE;NFKB1;AGT;VEGFA;COL1A1;MAPK10;BAX;KRAS;PLCD3;PLCD1,KEGG_2021_Human
Toxoplasmosis,53/112,8.717077816924072e-09,4.23784090792001e-08,0,0,3.076220282423032,57.088439915332046,ITGB1;LAMC1;PIK3CG;IKBKB;CASP8;AKT1;IKBKG;CCR5;JAK2;MAP3K7;JAK1;CHUK;IFNGR2;IRAK4;TNFRSF1A;TRAF6;PPIF;TLR2;LAMA5;LAMA4;XIAP;GNAI1;RELA;GNAI2;HLA-DMA;IRAK1;MAPK1;MAP2K6;HSPA8;TGFB2;TGFB1;TGFB3;BAD;IL10RB;LAMB2;IL10RA;HSPA6;STAT3;LAMB1;MAPK14;NFKB1;NFKBIA;MAPK10;HLA-DPB1;CYCS;HLA-DRA;TAB2;TAB1;HLA-DRB1;MYD88;BCL2L1;NFKBIB;HSPA1A,KEGG_2021_Human
Small cell lung cancer,46/92,9.508168597439336e-09,4.552395873925501e-08,0,0,3.422034651266104,63.20879405621847,ITGB1;LAMA5;CDKN1A;MAX;LAMA4;PTEN;XIAP;LAMC1;PIK3R1;PTGS2;FHIT;RELA;CKS1B;IKBKB;RXRB;RXRA;MYC;E2F1;AKT1;ITGAV;E2F3;IKBKG;ZBTB17;APAF1;CHUK;ITGA3;LAMB2;FN1;TRAF2;LAMB1;NFKB1;PTK2;NFKBIA;COL4A2;COL4A1;TRAF3;TRAF6;CDK2;CKS2;COL4A6;COL4A5;RARB;BAX;CYCS;TP53;BCL2L1,KEGG_2021_Human
Viral carcinogenesis,82/203,1.2180382073027682e-08,5.7447772165324585e-08,0,0,2.326377811416284,42.39460461716234,YWHAE;ATF2;CDKN1A;HDAC10;YWHAB;GTF2B;TRADD;HDAC11;CHD4;CDC20;POLB;CCND3;CASP8;YWHAQ;CHEK1;EP300;IKBKG;RAC1;PRKACA;CCR5;PRKACB;HRAS;YWHAG;JAK1;USP7;TBP;SYK;H4-16;SCRIB;TRAF2;ACTN4;HLA-G;YWHAZ;RHOA;HLA-E;DDB1;CCNA2;RBL2;KAT2A;CREB1;PKM;IRF3;TRAF3;TBPL1;ATP6V0D1;IL6ST;TP53;IRF9;VAC14;HDAC2;HDAC3;ATF6B;HDAC1;SRC;SRF;PXN;UBR4;PIK3R1;RELA;HDAC6;HDAC7;C3;CDC42;MAPK1;LYN;STAT5A;RANBP1;CREBBP;JUN;CDKN2A;BAD;STAT3;GTF2H1;NFKB1;NFKBIA;DNAJA3;CDK2;REL;MDM2;BAX;GRB2;KRAS,KEGG_2021_Human
Apelin signaling pathway,61/137,1.2689304288898528e-08,5.8967943460175524e-08,0,0,2.750448664563124,50.01005039208693,RYR1;SERPINE1;PDE3B;PRKAG1;PRKAG2;PLAT;PIK3CG;LIPE;CDH1;AKT1;PRKACA;PRKACB;HRAS;MEF2A;GABARAPL2;GABARAPL1;MAP2K1;MEF2C;PRKAB2;MAP2K2;SPHK2;SPHK1;RRAS2;PRKAB1;TGFBR1;ACTA2;PLCB3;ADCY9;AGTR1;APLNR;PIK3C3;RAF1;PLCB1;NOTCH3;PRKAA2;PIK3R4;GABARAP;GNAI1;SLC9A1;GNAI2;GNG10;GNG2;MAPK1;MEF2D;SMAD2;EGR1;SMAD4;JAG1;SMAD3;NOS3;GNG12;GNG11;KLF2;MTOR;GNAQ;GNB2;GNB1;RPS6KB2;KRAS;GNB5;CALM1,KEGG_2021_Human
Prion disease,103/273,1.4017035506504289e-08,6.419395971094717e-08,0,0,2.083035796995964,37.66752053842707,ATF2;NDUFA13;NDUFA11;NCF2;COX6A1;PSMD9;TUBB6;PSMD4;TUBB3;PSMD2;PSMD3;PRKACA;PRKACB;CSNK2A2;CYBA;SDHC;SDHD;SDHA;SDHB;COX7A2L;DDIT3;CSNK2B;PPIF;VDAC1;NOTCH1;NDUFB10;NDUFB11;PIK3R1;KLC1;GRIN2A;PPP3R1;KLC2;CACNA1S;CYC1;NDUFV2;EGR1;HSPA8;PRNP;HSPA5;CAV1;HSPA6;GRIN2B;EIF2S1;GRIN2D;GRIN3B;GRIN3A;CYCS;MCU;RYR1;GSK3B;LAMC1;PPP3CA;PPP3CB;TUBA1B;PPP3CC;RAC2;UQCRFS1;RAC1;COX8A;APAF1;TUBB2B;TUBB2A;CREB1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;SLC25A4;SLC25A6;C1QA;NDUFB9;NDUFB7;ATF6B;NDUFA4L2;UQCR10;COX5B;COX5A;PSMA7;ATP5F1B;PSMB2;CCL5;MAPK1;FYN;NCAM1;NDUFA9;NDUFA7;NDUFA6;NDUFA5;BAD;NDUFA3;ADRM1;TUBB4B;MAPK14;ATP5F1D;UQCRHL;MAPK10;PSMC4;NDUFAB1;BAX;HSPA1A,KEGG_2021_Human
Relaxin signaling pathway,58/129,1.861816047963153e-08,8.404769587947946e-08,0,0,2.798387653314094,49.80886104991455,ATF2;ARRB1;ARRB2;EDNRB;AKT1;PRKACA;PRKACB;HRAS;MAP2K1;EDN1;MAP2K2;PRKCA;FOS;MMP9;TGFBR1;TGFBR2;ACTA2;PLCB3;ADCY9;CREB1;COL4A2;COL4A1;COL4A6;COL4A5;RAF1;PLCB1;SOS1;SOS2;ATF6B;SHC1;SRC;PIK3R1;PRKCZ;EGFR;GNAI1;RELA;GNAI2;GNG10;GNG2;MAPK1;SMAD2;JUN;TGFB1;NOS3;GNG12;MAPK14;GNG11;NFKB1;VEGFA;COL1A1;NFKBIA;MAPK10;GNB2;GNB1;GNAS;GRB2;KRAS;GNB5,KEGG_2021_Human
Chemokine signaling pathway,78/192,2.0377005406035377e-08,9.06920240606645e-08,0,0,2.347745201931002,41.57588818036167,GSK3B;ARRB1;ARRB2;CXCL13;PIK3CG;IKBKB;PREX1;RAC2;AKT1;RAC3;IKBKG;RAC1;PRKACA;CCR5;JAK2;PRKACB;HRAS;MAP2K1;CHUK;RHOA;VAV2;HCK;PLCB3;ADCY9;ELMO1;RAF1;PLCB1;SOS1;CRK;SOS2;ROCK1;SHC1;ROCK2;SRC;PXN;CXCR5;CXCR4;PIK3R1;FOXO3;PRKCZ;GNAI1;RELA;GNAI2;RAP1B;CDC42;GNG10;PAK1;RAP1A;GNG2;GRK5;GRK4;CCL5;CXCR3;GRK6;MAPK1;PTK2B;PLCG1;CCR10;LYN;CCL22;BAD;STAT2;STAT3;GNG12;GNG11;NFKB1;PTK2;NFKBIA;GNAQ;GNB2;GNB1;GRB2;KRAS;GNB5;BCAR1;CCL27;NFKBIB;PF4,KEGG_2021_Human
Measles,61/139,2.4633707917342833e-08,1.067213982910661e-07,0,0,2.67957575445875,46.94388982360865,GSK3B;TRADD;TNFAIP3;CBLB;ADAR;IFIH1;IKBKB;CCND3;TBK1;CASP8;RACK1;AKT1;IKBKG;MAP3K7;JAK1;IFNAR2;APAF1;CHUK;CSNK2A2;FOS;IRAK4;IRF3;OAS2;TRAF3;TRAF6;CSNK2B;TP53;IRF9;IFNAR1;TLR2;PIK3R1;IL2RG;RELA;IRAK1;FADD;BID;STAT5A;HSPA8;JUN;BAD;EIF2AK1;STAT2;HSPA6;MX1;STAT3;EIF2AK4;EIF2S1;NFKB1;NFKBIA;MAPK10;MAVS;CDK2;IL2RB;CYCS;BAX;TAB2;FCGR2B;MYD88;BCL2L1;NFKBIB;HSPA1A,KEGG_2021_Human
Coronavirus disease,90/232,2.4653993909012103e-08,1.067213982910661e-07,0,0,2.1766534604667034,38.13132692261821,RPL4;NRP1;RPL31;RPLP1;ADAR;RPL7;RPS15;IFIH1;IKBKB;RPS4X;RPL7A;TBK1;RPL18A;RPS18;RPL36;CASP1;RPL35;RPLP2;IKBKG;IL6R;MAP3K7;JAK1;IFNAR2;RPS9;SYK;RPS7;CHUK;RPL22;RPL13A;PRKCA;RPSA;RPS3A;FOS;IRAK4;F2;TNFRSF1A;ADAM17;IRF3;OAS2;TRAF3;TRAF6;AGTR1;RPL29;IL6ST;RPL28;CFB;IRF9;HBEGF;TLR2;IFNAR1;C1QA;C1S;C1R;RPL12;RPL11;RPS27L;PIK3R1;EGFR;RELA;C3;IRAK1;RPL14;RPL13;NLRP3;MAPK1;PLCG1;RPS2;RPL18;RPS27A;RPL19;JUN;ACE;STAT2;STAT3;MX1;ISG15;RPL23A;MAPK14;NFKB1;RPS26;NFKBIA;MAPK10;RPS28;MAVS;STING1;TAB2;RPS21;MYD88;RPL26L1;NFKBIB,KEGG_2021_Human
VEGF signaling pathway,33/59,3.4982741148473384e-08,1.4938575949888632e-07,0,0,4.336468182979811,74.45026808469346,SRC;SH2D2A;PXN;HSPB1;PIK3R1;PTGS2;CDC42;PPP3CA;PPP3CB;PPP3R1;PPP3CC;KDR;RAC2;AKT1;RAC3;MAPK1;RAC1;PLCG1;HRAS;MAP2K1;MAP2K2;SPHK2;BAD;NOS3;SPHK1;PLA2G4C;PLA2G4A;PRKCA;MAPK14;PTK2;VEGFA;KRAS;RAF1,KEGG_2021_Human
