Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
foam cell differentiation (GO:0090077),2/6,0.0057856815509233,0.0297374255080261,0,0,24.3681592039801,125.55375079415975,STAT1;EP300,GO_Biological_Process_2018
protein acylation (GO:0043543),4/36,0.0057986598611266,0.0297374255080261,0,0,6.11375,31.48659779012145,CREBBP;GTF2B;EP300;CLOCK,GO_Biological_Process_2018
mRNA catabolic process (GO:0006402),4/36,0.0057986598611266,0.0297374255080261,0,0,6.11375,31.48659779012145,UPF1;DDX5;XRN1;DXO,GO_Biological_Process_2018
epidermal growth factor receptor signaling pathway (GO:0007173),5/57,0.0058072693428247,0.0297374255080261,0,0,4.709851551956815,24.24935275463943,SRC;PIK3R1;CBL;HRAS;PTK2,GO_Biological_Process_2018
response to retinoic acid (GO:0032526),5/57,0.0058072693428247,0.0297374255080261,0,0,4.709851551956815,24.24935275463943,NDUFA13;RARG;RXRA;ASCL1;MICB,GO_Biological_Process_2018
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),9/163,0.005994784719072,0.0306359982129284,0,0,2.876508301824757,14.718705805949812,GJA1;CD40;CD4;TRAF6;TAB2;RBCK1;RPS27A;RELA;BRD4,GO_Biological_Process_2018
positive regulation of cell cycle process (GO:0090068),7/107,0.0060318611665312,0.0307637007391223,0,0,3.4375818639798488,17.568448479620503,RAD21;ATRX;BRCA1;TP53;RRP8;E2F7;TP73,GO_Biological_Process_2018
nucleosome disassembly (GO:0006337),3/19,0.0062329884816758,0.0314741184243355,0,0,9.155236907730671,46.48937171786796,SMARCC1;SMARCC2;SMARCA4,GO_Biological_Process_2018
chromatin disassembly (GO:0031498),3/19,0.0062329884816758,0.0314741184243355,0,0,9.155236907730671,46.48937171786796,SMARCC1;SMARCC2;SMARCA4,GO_Biological_Process_2018
cellular response to interleukin-7 (GO:0098761),3/19,0.0062329884816758,0.0314741184243355,0,0,9.155236907730671,46.48937171786796,STAT5B;STAT3;SMARCA4,GO_Biological_Process_2018
interleukin-7-mediated signaling pathway (GO:0038111),3/19,0.0062329884816758,0.0314741184243355,0,0,9.155236907730671,46.48937171786796,STAT5B;STAT3;SMARCA4,GO_Biological_Process_2018
telomere capping (GO:0016233),3/19,0.0062329884816758,0.0314741184243355,0,0,9.155236907730671,46.48937171786796,PRKDC;TERF1;TERF2,GO_Biological_Process_2018
negative regulation of hydrolase activity (GO:0051346),7/108,0.0063410594443192,0.0319564282886982,0,0,3.4033718233284285,17.223475845097955,KDM5A;KLRK1;ELL;TP53;HRAS;TERF2;SYTL2,GO_Biological_Process_2018
regulation of DNA repair (GO:0006282),4/37,0.0063997347494472,0.0321249012570872,0,0,5.928181818181818,29.94620295465007,CDK9;TRIM28;BRCA1;PML,GO_Biological_Process_2018
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030),4/37,0.0063997347494472,0.0321249012570872,0,0,5.928181818181818,29.94620295465007,TFDP1;YWHAZ;TP53;TP73,GO_Biological_Process_2018
positive regulation of protein ubiquitination (GO:0031398),6/83,0.0066884680504688,0.0335081716307935,0,0,3.821510148143314,19.135716883284054,KDM1A;TRAF6;BRCA1;ARRB2;BMI1;PTK2,GO_Biological_Process_2018
renal system development (GO:0072001),5/59,0.0067203667309819,0.0336018336549097,0,0,4.534948482316904,22.686590204272463,TGFB2;STAT1;TCF21;HNF1B;GLI2,GO_Biological_Process_2018
positive regulation of establishment of protein localization to mitochondrion (GO:1903749),7/110,0.0069946782332797,0.0349048158896017,0,0,3.3369445599276126,16.559939998423793,HHAT;TFDP1;VPS11;TP53;YWHAZ;SREBF2;TP73,GO_Biological_Process_2018
T cell differentiation (GO:0030217),4/38,0.0070407394266159,0.0349546610847011,0,0,5.753529411764706,28.51473388552405,CD4;LCK;CD8A;SOX4,GO_Biological_Process_2018
cellular response to molecule of bacterial origin (GO:0071219),6/84,0.0070835610334401,0.0349546610847011,0,0,3.772323154232702,18.672918609976005,UPF1;XBP1;VDR;TRAF6;ANKRD1;RELA,GO_Biological_Process_2018
nucleosome assembly (GO:0006334),5/60,0.0072126153396497,0.0349546610847011,0,0,4.4522670312144,21.958241092486784,BRD2;HIRA;DAXX;ATRX;UBN1,GO_Biological_Process_2018
positive regulation of protein binding (GO:0032092),5/60,0.0072126153396497,0.0349546610847011,0,0,4.4522670312144,21.958241092486784,TCF7L2;TERT;FLOT1;B2M;TAF1,GO_Biological_Process_2018
muscle organ development (GO:0007517),5/60,0.0072126153396497,0.0349546610847011,0,0,4.4522670312144,21.958241092486784,MEF2A;TCF12;TCF21;ITGA7;CACNA1H,GO_Biological_Process_2018
positive regulation of interleukin-2 production (GO:0032743),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,CD4;TRAF6;RUNX1,GO_Biological_Process_2018
regulation of regulatory T cell differentiation (GO:0045589),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,CBFB;BCL6;RUNX1,GO_Biological_Process_2018
"regulation of DNA-templated transcription, elongation (GO:0032784)",3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,ELL;LDB1;HMGN1,GO_Biological_Process_2018
regulation of anoikis (GO:2000209),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,SRC;SNAI2;PTK2,GO_Biological_Process_2018
positive regulation of gene silencing by miRNA (GO:2000637),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,DDX5;STAT3;EIF4G1,GO_Biological_Process_2018
steroid hormone mediated signaling pathway (GO:0043401),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,MED12;MBD4;ESR1,GO_Biological_Process_2018
telomere maintenance via telomerase (GO:0007004),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,TERT;TERF1;SMG6,GO_Biological_Process_2018
eye morphogenesis (GO:0048592),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,RARG;NIPBL;STAT3,GO_Biological_Process_2018
cellular response to estradiol stimulus (GO:0071392),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,KAT5;NRIP1;ESR1,GO_Biological_Process_2018
cellular response to steroid hormone stimulus (GO:0071383),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,MBD4;SRC;NR3C1,GO_Biological_Process_2018
entrainment of circadian clock by photoperiod (GO:0043153),3/20,0.0072244211122014,0.0349546610847011,0,0,8.616253483937216,42.48061263081647,BHLHE40;TP53;PML,GO_Biological_Process_2018
regulation of protein binding (GO:0043393),7/111,0.0073396174372748,0.0354446420832341,0,0,3.304689013757024,16.24079025199863,TCF7L2;KDM1A;TERT;HSF1;FLOT1;B2M;TAF1,GO_Biological_Process_2018
rRNA metabolic process (GO:0016072),10/200,0.0076648550300926,0.0369071374605949,0,0,2.5923056371894204,12.62740508300601,GTF3C1;RPS14;XRN1;PDCD11;RPS18;KRR1;XRN2;RPS6;RPL38;RPS27A,GO_Biological_Process_2018
positive regulation of phagocytosis (GO:0050766),4/39,0.0077227421436195,0.0369071374605949,0,0,5.588857142857143,27.181886115627528,C3;C4B;GATA2;C2,GO_Biological_Process_2018
ERBB2 signaling pathway (GO:0038128),4/39,0.0077227421436195,0.0369071374605949,0,0,5.588857142857143,27.181886115627528,SRC;PIK3R1;RPS27A;HRAS,GO_Biological_Process_2018
positive regulation of fat cell differentiation (GO:0045600),4/39,0.0077227421436195,0.0369071374605949,0,0,5.588857142857143,27.181886115627528,CEBPB;XBP1;CREB1;CARM1,GO_Biological_Process_2018
mitotic DNA damage checkpoint (GO:0044773),4/39,0.0077227421436195,0.0369071374605949,0,0,5.588857142857143,27.181886115627528,ATF2;CDK2;TP53;TP73,GO_Biological_Process_2018
regulation of DNA replication (GO:0006275),5/61,0.0077294712245568,0.0369071374605949,0,0,4.372538489079843,21.26240773085737,PDGFA;SMC3;TERF1;HRAS;GLI2,GO_Biological_Process_2018
double-strand break repair (GO:0006302),8/141,0.0079801466365971,0.0370491720109801,0,0,2.9563302194881143,14.281435566676985,YY1;XRCC6;NIPBL;KAT5;SUMO1;PRKDC;RAD21;BRCA1,GO_Biological_Process_2018
regulation of chromatin assembly or disassembly (GO:0001672),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,TAL1;PADI2,GO_Biological_Process_2018
oxaloacetate metabolic process (GO:0006107),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,STAT5B;MDH1,GO_Biological_Process_2018
negative regulation of telomere capping (GO:1904354),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,TERF2;SMG6,GO_Biological_Process_2018
nuclear body organization (GO:0030575),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,ETS1;PML,GO_Biological_Process_2018
regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,SRF;RBPJ,GO_Biological_Process_2018
retinoic acid receptor signaling pathway (GO:0048384),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,RARG;RXRA,GO_Biological_Process_2018
positive regulation of B cell differentiation (GO:0045579),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,XBP1;SYK,GO_Biological_Process_2018
chromatin-mediated maintenance of transcription (GO:0048096),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,KMT2B;PADI2,GO_Biological_Process_2018
regulation of vitamin D biosynthetic process (GO:0060556),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,VDR;SNAI2,GO_Biological_Process_2018
tRNA transcription (GO:0009304),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,GTF3C1;GTF3C2,GO_Biological_Process_2018
negative regulation of B cell apoptotic process (GO:0002903),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,BCL6;FOXP1,GO_Biological_Process_2018
positive regulation of mRNA binding (GO:1902416),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,CDK9;EIF4G1,GO_Biological_Process_2018
noradrenergic neuron differentiation (GO:0003357),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,ASCL1;SOX4,GO_Biological_Process_2018
myoblast fusion (GO:0007520),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,CACNA1H;KCNH1,GO_Biological_Process_2018
regulation of transcription involved in cell fate commitment (GO:0060850),2/7,0.0079921396597359,0.0370491720109801,0,0,19.49353233830846,94.14005261783912,CEBPB;NR2F2,GO_Biological_Process_2018
viral transcription (GO:0019083),7/113,0.0080670512704578,0.0371931983393389,0,0,3.242003707048144,15.626351716562732,RPS14;CCNT2;RPS18;RPS6;RPL38;RPS27A;USF2,GO_Biological_Process_2018
positive regulation of developmental process (GO:0051094),7/113,0.0080670512704578,0.0371931983393389,0,0,3.242003707048144,15.626351716562732,XBP1;JUN;JUND;SRC;SRF;RBPJ;JUNB,GO_Biological_Process_2018
positive regulation of canonical Wnt signaling pathway (GO:0090263),7/113,0.0080670512704578,0.0371931983393389,0,0,3.242003707048144,15.626351716562732,PSMB4;PSMD4;TBL1XR1;TBL1X;RPS27A;SOX4;PSMB8,GO_Biological_Process_2018
positive regulation of transcription from RNA polymerase I promoter (GO:0045943),3/21,0.0083039044514978,0.037873542704412,0,0,8.13715710723192,38.9853594128307,UBTF;SMARCA4;TAF1,GO_Biological_Process_2018
RNA-dependent DNA biosynthetic process (GO:0006278),3/21,0.0083039044514978,0.037873542704412,0,0,8.13715710723192,38.9853594128307,TERT;TERF1;SMG6,GO_Biological_Process_2018
cellular response to hexose stimulus (GO:0071331),3/21,0.0083039044514978,0.037873542704412,0,0,8.13715710723192,38.9853594128307,XBP1;RACK1;SOX4,GO_Biological_Process_2018
positive regulation of BMP signaling pathway (GO:0030513),3/21,0.0083039044514978,0.037873542704412,0,0,8.13715710723192,38.9853594128307,SMAD2;SMAD4;RBPJ,GO_Biological_Process_2018
regulation of interleukin-2 production (GO:0032663),3/21,0.0083039044514978,0.037873542704412,0,0,8.13715710723192,38.9853594128307,KAT5;TRAF6;RUNX1,GO_Biological_Process_2018
negative regulation of cell cycle arrest (GO:0071157),3/21,0.0083039044514978,0.037873542704412,0,0,8.13715710723192,38.9853594128307,CDK9;CCNK;MDM2,GO_Biological_Process_2018
positive regulation of cellular component biogenesis (GO:0044089),6/87,0.0083700170686749,0.0381067861176706,0,0,3.632049134561697,17.37245187362985,SMAD3;ICE1;SUMO1;TAL1;FLOT1;TERF1,GO_Biological_Process_2018
positive regulation of mitotic cell cycle phase transition (GO:1901992),4/40,0.0084467730613931,0.038319139823967,0,0,5.433333333333334,25.938574662482036,RB1;MECP2;BRD4;EIF4G1,GO_Biological_Process_2018
regulation of viral transcription (GO:0046782),4/40,0.0084467730613931,0.038319139823967,0,0,5.433333333333334,25.938574662482036,CDK9;POLR2A;GTF2B;POLR2E,GO_Biological_Process_2018
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",6/88,0.0088338160241211,0.0399577423461154,0,0,3.58757200637333,16.966231418730672,PSMB4;PSMD4;ARRB2;RPS27A;CELSR2;PSMB8,GO_Biological_Process_2018
carbohydrate homeostasis (GO:0033500),5/63,0.0088393748294157,0.0399577423461154,0,0,4.221329185031545,19.96072021298493,CEBPA;TCF7L2;RPS6;STAT3;SOX4,GO_Biological_Process_2018
negative regulation of Wnt signaling pathway (GO:0030178),9/174,0.0090399673102265,0.0407920510718556,0,0,2.683222094361335,12.627510748876704,MED12;TCF7L2;PSMB4;PSMD4;HDAC1;RACK1;SNAI2;RPS27A;PSMB8,GO_Biological_Process_2018
telomere organization (GO:0032200),4/41,0.009213823334676,0.0413565791653446,0,0,5.286216216216216,24.77676175789911,XRCC6;TERT;TERF1;TERF2,GO_Biological_Process_2018
cellular response to peptide (GO:1901653),4/41,0.009213823334676,0.0413565791653446,0,0,5.286216216216216,24.77676175789911,XBP1;SRC;MDM2;TP53,GO_Biological_Process_2018
regulation of protein localization (GO:0032880),4/41,0.009213823334676,0.0413565791653446,0,0,5.286216216216216,24.77676175789911,AFDN;KDM1A;SUMO1;RACK1,GO_Biological_Process_2018
regulation of establishment of planar polarity (GO:0090175),6/89,0.0093157259231578,0.0416669990763385,0,0,3.544166616213598,16.572705081176732,PSMB4;PSMD4;ARRB2;RPS27A;CELSR2;PSMB8,GO_Biological_Process_2018
regulation of neuron apoptotic process (GO:0043523),6/89,0.0093157259231578,0.0416669990763385,0,0,3.544166616213598,16.572705081176732,TGFB2;EGLN2;CTNNB1;FOXO3;TP53;TP73,GO_Biological_Process_2018
regulation of natural killer cell mediated cytotoxicity (GO:0042269),3/22,0.0094730710974583,0.0421485418584467,0,0,7.70849192807455,35.91619283523093,KLRK1;ARRB2;MICA,GO_Biological_Process_2018
regulation of interferon-gamma-mediated signaling pathway (GO:0060334),3/22,0.0094730710974583,0.0421485418584467,0,0,7.70849192807455,35.91619283523093,SUMO1;STAT1;PIAS1,GO_Biological_Process_2018
negative regulation of response to endoplasmic reticulum stress (GO:1903573),3/22,0.0094730710974583,0.0421485418584467,0,0,7.70849192807455,35.91619283523093,CREB3;XBP1;RACK1,GO_Biological_Process_2018
regulation of protein modification process (GO:0031399),4/42,0.0100248443079153,0.0445030718260394,0,0,5.146842105263158,23.68931270005547,CDK9;STAT2;PML;PTK2,GO_Biological_Process_2018
cellular response to type I interferon (GO:0071357),5/65,0.0100547215324057,0.0445030718260394,0,0,4.080200501253133,18.76775108658121,EGR1;IRF3;STAT1;STAT2;PSMB8,GO_Biological_Process_2018
type I interferon signaling pathway (GO:0060337),5/65,0.0100547215324057,0.0445030718260394,0,0,4.080200501253133,18.76775108658121,EGR1;IRF3;STAT1;STAT2;PSMB8,GO_Biological_Process_2018
regulation of DNA methylation (GO:0044030),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,MECP2;KMT2A,GO_Biological_Process_2018
cellular response to interleukin-21 (GO:0098757),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,STAT1;STAT3,GO_Biological_Process_2018
negative regulation of leukocyte mediated cytotoxicity (GO:0001911),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,ARRB2;MICA,GO_Biological_Process_2018
interleukin-21-mediated signaling pathway (GO:0038114),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,STAT1;STAT3,GO_Biological_Process_2018
positive regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045899),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,ESR1;TP53,GO_Biological_Process_2018
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,ARNT;HIF1A,GO_Biological_Process_2018
nodal signaling pathway (GO:0038092),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,SMAD2;SMAD3,GO_Biological_Process_2018
positive regulation of metanephros development (GO:0072216),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,MYC;LIF,GO_Biological_Process_2018
ventricular trabecula myocardium morphogenesis (GO:0003222),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,TGFB2;RBPJ,GO_Biological_Process_2018
regulation of MHC class II biosynthetic process (GO:0045346),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,XBP1;HDAC2,GO_Biological_Process_2018
granulocyte differentiation (GO:0030851),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,CEBPA;TAL1,GO_Biological_Process_2018
peptidyl-lysine acetylation (GO:0018394),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,CREBBP;EP300,GO_Biological_Process_2018
telomeric D-loop disassembly (GO:0061820),2/8,0.0105145837466539,0.0455095504000583,0,0,16.243781094527364,73.99029386502875,TERF1;TERF2,GO_Biological_Process_2018
JNK cascade (GO:0007254),5/66,0.010703342402063,0.0458328049831051,0,0,4.013106536833888,18.20826381767148,DAXX;CD40LG;TRAF6;TAB2;RPS27A,GO_Biological_Process_2018
regulation of protein oligomerization (GO:0032459),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,EP300;TP53;HDAC6,GO_Biological_Process_2018
negative regulation of viral transcription (GO:0032897),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,JUN;REST;HDAC1,GO_Biological_Process_2018
positive regulation of ERBB signaling pathway (GO:1901186),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,CBL;RBPJ;RPS27A,GO_Biological_Process_2018
regulation of telomere capping (GO:1904353),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,HNRNPD;TERF2;SMG6,GO_Biological_Process_2018
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,CDK9;ELL;BRD4,GO_Biological_Process_2018
positive regulation of protein oligomerization (GO:0032461),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,RACK1;TP53;HDAC6,GO_Biological_Process_2018
positive regulation of monooxygenase activity (GO:0032770),3/23,0.0107333405775759,0.0458328049831051,0,0,7.322693266832918,33.204023572362054,TERT;TERF2;HIF1A,GO_Biological_Process_2018
branching morphogenesis of an epithelial tube (GO:0048754),4/43,0.0108807468472496,0.0463068574017565,0,0,5.014615384615385,22.66987463124728,MYC;TCF21;CTNNB1;GLI2,GO_Biological_Process_2018
digestive tract development (GO:0048565),4/43,0.0108807468472496,0.0463068574017565,0,0,5.014615384615385,22.66987463124728,NIPBL;TGFB2;GATA2;GLI2,GO_Biological_Process_2018
regulation of G2/M transition of mitotic cell cycle (GO:0010389),8/149,0.0109348081178485,0.0464592431718273,0,0,2.787448957661724,12.587573633721028,MECP2;PSMB4;PSMD4;TUBB;CDK2;RPS27A;PSMB8;BRD4,GO_Biological_Process_2018
macromolecular complex assembly (GO:0065003),7/120,0.011034452942186,0.0468044712297726,0,0,3.0400793562337,13.700825395832853,CREBBP;CD40;KMT2A;HSF1;MDM2;TP53;PML,GO_Biological_Process_2018
epidermal cell differentiation (GO:0009913),5/67,0.0113799894948576,0.048189805764414,0,0,3.948176893847522,17.671640116368366,MBD4;HDAC2;JAG1;HDAC1;CTNNB1,GO_Biological_Process_2018
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),6/93,0.0114317829611462,0.0483287170035171,0,0,3.380523306186103,15.115529333447029,NDUFA13;REST;SRC;MYC;RAF1;KLF4,GO_Biological_Process_2018
regulation of canonical Wnt signaling pathway (GO:0060828),10/213,0.0116209578833643,0.0490469947150286,0,0,2.424670550873947,10.801774182289842,TCF7L2;PSMB4;PSMD4;TBL1XR1;HDAC1;SNAI2;TBL1X;RPS27A;SOX4;PSMB8,GO_Biological_Process_2018
regulation of focal adhesion assembly (GO:0051893),4/44,0.0117824007650667,0.0494821946321696,0,0,4.889,21.71277414348378,LDB1;SRC;GPM6B;PTK2,GO_Biological_Process_2018
adherens junction organization (GO:0034332),4/44,0.0117824007650667,0.0494821946321696,0,0,4.889,21.71277414348378,AFDN;CADM3;CTNNB1;NECTIN1,GO_Biological_Process_2018
positive regulation of viral process (GO:0048524),4/44,0.0117824007650667,0.0494821946321696,0,0,4.889,21.71277414348378,CDK9;POLR2A;GTF2B;POLR2E,GO_Biological_Process_2018
membrane protein intracellular domain proteolysis (GO:0031293),3/24,0.0120859294711946,0.0505068809592618,0,0,6.973637335233345,30.79358352554344,JAG1;TRAF6;RELA,GO_Biological_Process_2018
proteasomal ubiquitin-independent protein catabolic process (GO:0010499),3/24,0.0120859294711946,0.0505068809592618,0,0,6.973637335233345,30.79358352554344,PSMB4;PSMB8;NFE2L2,GO_Biological_Process_2018
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),3/24,0.0120859294711946,0.0505068809592618,0,0,6.973637335233345,30.79358352554344,TRAF6;TAB2;RPS27A,GO_Biological_Process_2018
positive regulation of intracellular protein transport (GO:0090316),8/152,0.0122285315113406,0.0509355363279246,0,0,2.728956228956229,12.018277956632357,TCF7L2;HHAT;ITGAM;ICE1;VPS11;FYN;TP53;SREBF2,GO_Biological_Process_2018
protein stabilization (GO:0050821),8/152,0.0122285315113406,0.0509355363279246,0,0,2.728956228956229,12.018277956632357,CREB1;SUMO1;FLOT1;EP300;PIK3R1;SOX4;HCFC1;TAF1,GO_Biological_Process_2018
positive regulation of blood vessel endothelial cell migration (GO:0043536),4/45,0.0127306343598269,0.0529403013819601,0,0,4.769512195121951,20.812930395018665,CD40;SP1;ETS1;HIF1A,GO_Biological_Process_2018
negative regulation of cell cycle G2/M phase transition (GO:1902750),5/69,0.0128194748015873,0.053136096693876,0,0,3.824404761904762,16.662127640312793,PSMB4;PSMD4;BRCA1;RPS27A;PSMB8,GO_Biological_Process_2018
response to organic cyclic compound (GO:0014070),5/69,0.0128194748015873,0.053136096693876,0,0,3.824404761904762,16.662127640312793,STAT5B;STAT3;ALPL;CTNNB1;ESR1,GO_Biological_Process_2018
megakaryocyte differentiation (GO:0030219),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,MBD4;TAL1,GO_Biological_Process_2018
positive regulation of protein sumoylation (GO:0033235),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,UBE2I;PIAS1,GO_Biological_Process_2018
poly-N-acetyllactosamine biosynthetic process (GO:0030311),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,B3GNT8;B3GNT2,GO_Biological_Process_2018
cellular response to interleukin-4 (GO:0071353),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,XBP1;STAT6,GO_Biological_Process_2018
embryonic digestive tract morphogenesis (GO:0048557),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,NIPBL;TCF21,GO_Biological_Process_2018
regulation of morphogenesis of an epithelium (GO:1905330),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,FOXP1;AJAP1,GO_Biological_Process_2018
negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,ARRB2;MICA,GO_Biological_Process_2018
somatic recombination of immunoglobulin genes involved in immune response (GO:0002204),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,MSH6;CD40LG,GO_Biological_Process_2018
sympathetic ganglion development (GO:0061549),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,CTNNB1;ASCL1,GO_Biological_Process_2018
positive regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901409),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,CCNK;CCNT2,GO_Biological_Process_2018
Notch signaling involved in heart development (GO:0061314),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,JAG1;RBPJ,GO_Biological_Process_2018
atrioventricular valve development (GO:0003171),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,HEYL;TGFB2,GO_Biological_Process_2018
negative regulation of lymphocyte apoptotic process (GO:0070229),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,BCL6;FOXP1,GO_Biological_Process_2018
regulation of methylation-dependent chromatin silencing (GO:0090308),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,SETDB1;TRIM28,GO_Biological_Process_2018
positive regulation of myeloid leukocyte mediated immunity (GO:0002888),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,ITGAM;SYK,GO_Biological_Process_2018
regulation of helicase activity (GO:0051095),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,MSH6;TP53,GO_Biological_Process_2018
axonal transport of mitochondrion (GO:0019896),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,NEFL;HIF1A,GO_Biological_Process_2018
nuclear RNA surveillance (GO:0071027),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,XRN1;DXO,GO_Biological_Process_2018
regulation of nephron tubule epithelial cell differentiation (GO:0072182),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,LIF;CTNNB1,GO_Biological_Process_2018
negative regulation of peptidyl-lysine acetylation (GO:2000757),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,TAF7;BRCA1,GO_Biological_Process_2018
histone H3-K4 trimethylation (GO:0080182),2/9,0.0133394118948009,0.0534626823185327,0,0,13.922530206112295,60.104012949940085,KMT2A;OGT,GO_Biological_Process_2018
regulation of immune response (GO:0050776),11/251,0.0134800645539387,0.0536426583335442,0,0,2.257379134860051,9.721501179859498,C3;CD40;TGFB2;KLRK1;CD40LG;SYK;BCL6;CD8A;B2M;MICA;MICB,GO_Biological_Process_2018
